Observer,Date,Time,Pig,PigID,Trauma,Group,Sex,With/To,Behavior,Location,Notes,Start,Stop
AJ,9/23/22,10:30:38 AM,Loretta,13,Y,B,F,George,Rest.proxim,,,1,0
AJ,9/23/22,10:35:30 AM,Loretta,13,Y,B,F,George,Rest.proxim,,,0,1
AJ,9/23/22,10:36:11 AM,George,7,Y,B,M,Loretta,Rest.proxim,,,1,0
AJ,9/23/22,10:41:44 AM,George,7,Y,B,M,Loretta,Rest.proxim,,,0,1
AJ,9/23/22,10:43:41 AM,Hank,9,Y,B,M,Willie,Rest.proxim,,,1,0
AJ,9/23/22,10:44:21 AM,Hank,9,Y,B,M,No Value,Yawn.not.contaig,,,0,0
AJ,9/23/22,10:44:33 AM,Hank,9,Y,B,M,No Value,Travel,,,0,0
AJ,9/23/22,10:45:15 AM,Hank,9,Y,B,M,No Value,Pee,,,0,0
AJ,9/23/22,10:46:23 AM,Hank,9,Y,B,M,Willie,Snout.touch,,,0,0
AJ,9/23/22,10:46:36 AM,Hank,9,Y,B,M,Dahlia,Attempt.disp,,grunting with dahlia. she moved out of his way,0,0
AJ,9/23/22,10:49:02 AM,Hank,9,Y,B,M,No Value,Drink,,,0,1
AJ,9/23/22,10:49:19 AM,Pixie,15,N,B,F,No Value,Nudge.ground ,,,1,0
AJ,9/23/22,10:53:30 AM,Pixie,15,N,B,F,Molly,Nudge.ground ,,,0,1
AJ,9/23/22,10:53:43 AM,Raymond,16,N,B,M,No Value,Other,,scratching on a tree,1,0
AJ,9/23/22,10:54:10 AM,Raymond,16,N,B,M,No Value,Nudge.ground ,,,0,0
AJ,9/23/22,10:55:17 AM,Raymond,16,N,B,M,No Value,Wag.tail,,,0,0
AJ,9/23/22,10:55:57 AM,Raymond,16,N,B,M,No Value,Travel,,,0,0
AJ,9/23/22,10:56:40 AM,Raymond,16,N,B,M,No Value,Nudge.ground ,,eating some grass,0,0
AJ,9/23/22,10:58:00 AM,Raymond,16,N,B,M,No Value,Grunt,,,0,0
AJ,9/23/22,10:59:40 AM,Dahlia,4,N,B,F,No Value,Nudge.ground ,,,1,0
AJ,9/23/22,11:00:28 AM,Dahlia,4,N,B,F,No Value,Other,,nudging the dinner table with snout,0,0
AJ,9/23/22,11:01:08 AM,Dahlia,4,N,B,F,No Value,Nudge.ground ,,,0,0
AJ,9/23/22,11:05:25 AM,Dahlia,4,N,B,F,No Value,Nudge.ground ,,,0,1
AJ,9/23/22,11:06:31 AM,Willie,20,Y,B,M,Raymond,Rest.proxim,,,1,0
AJ,9/23/22,11:11:51 AM,Willie,20,Y,B,M,Raymond,Rest,,,0,1
AJ,9/23/22,11:12:02 AM,Kitty,12,Y,B,F,No Value,Rest,,,1,0
AJ,9/23/22,11:17:18 AM,Kitty,12,Y,B,F,No Value,Rest,,,0,1
AJ,9/23/22,11:19:34 AM,Molly,14,N,B,F,No Value,Other,,rolling in water/mud puddle,1,0
AJ,9/23/22,11:20:49 AM,Molly,14,N,B,F,No Value,Rest,,in a puddle,0,0
AJ,9/23/22,11:22:26 AM,Molly,14,N,B,F,No Value,Grunt,,,0,0
AJ,9/23/22,11:22:45 AM,Molly,14,N,B,F,Pixie,Gets.disp,,stood up and left when pixie came in to puddle,0,0
AJ,9/23/22,11:23:36 AM,Molly,14,N,B,F,No Value,Travel,,,0,0
AJ,9/23/22,11:24:53 AM,Molly,14,N,B,F,No Value,Other,,scratching belly on dinner table,0,0
AJ,9/23/22,11:25:16 AM,Molly,14,N,B,F,Pixie,Grunt,,,0,1
AJ,9/30/22,10:51:39 AM,Kitty,12,Y,B,F,Dahlia,Gets.disp,,,1,0
AJ,9/30/22,10:52:55 AM,Kitty,12,Y,B,F,Dahlia,Attempt.disp,,,0,0
AJ,9/30/22,10:53:07 AM,Kitty,12,Y,B,F,No Value,Nudge.ground ,,,0,0
AJ,9/30/22,10:53:24 AM,Kitty,12,Y,B,F,No Value,Wag.tail,,,0,0
AJ,9/30/22,10:53:42 AM,Kitty,12,Y,B,F,Dahlia,Nudge.ground ,,,0,0
AJ,9/30/22,10:54:08 AM,Kitty,12,Y,B,F,Willie,Gets.disp,,,0,0
AJ,9/30/22,10:54:45 AM,Kitty,12,Y,B,F,No Value,Travel,,,0,0
AJ,9/30/22,10:55:43 AM,Kitty,12,Y,B,F,No Value,Nudge.ground ,,,0,0
AJ,9/30/22,10:56:27 AM,Kitty,12,Y,B,F,No Value,Nudge.ground ,,,0,1
AJ,9/30/22,10:56:37 AM,Dahlia,4,N,B,F,No Value,Travel,,,1,0
AJ,9/30/22,10:56:58 AM,Dahlia,4,N,B,F,No Value,Nudge.ground ,,,0,0
AJ,9/30/22,10:58:00 AM,Dahlia,4,N,B,F,Pixie,Attempt.disp,,,0,0
AJ,9/30/22,10:58:33 AM,Dahlia,4,N,B,F,No Value,Nudge.ground ,,,0,0
AJ,9/30/22,11:01:44 AM,Dahlia,4,N,B,F,No Value,Nudge.ground ,,,0,1
AJ,9/30/22,11:01:57 AM,Pixie,15,N,B,F,Dahlia,Grunt,,,1,0
AJ,9/30/22,11:02:24 AM,Pixie,15,N,B,F,No Value,Drink,,,0,0
AJ,9/30/22,11:03:04 AM,Pixie,15,N,B,F,Willie,Nudge.ground ,,,0,0
AJ,9/30/22,11:03:42 AM,Pixie,15,N,B,F,No Value,Travel,,,0,0
AJ,9/30/22,11:03:52 AM,Pixie,15,N,B,F,Kitty,Nudge.ground ,,,0,0
AJ,9/30/22,11:05:53 AM,Pixie,15,N,B,F,Willie,Gets.disp,,,0,0
AJ,9/30/22,11:07:02 AM,Pixie,15,N,B,F,No Value,Nudge.ground ,,,0,1
AJ,9/30/22,11:07:15 AM,Loretta,13,Y,B,F,No Value,Nudge.ground ,,,1,0
AJ,9/30/22,11:12:11 AM,Loretta,13,Y,B,F,No Value,,,lifting dinner table with snout,0,1
AJ,9/30/22,11:13:13 AM,Raymond,16,N,B,M,No Value,Rest,,near mud puddle,1,0
AJ,9/30/22,11:17:49 AM,Raymond,16,N,B,M,No Value,Nudge.ground ,,got up,0,0
AJ,9/30/22,11:18:13 AM,Raymond,16,N,B,M,No Value,Wag.tail,,,0,0
AJ,9/30/22,11:18:22 AM,Raymond,16,N,B,M,No Value,Travel,,,0,0
AJ,9/30/22,11:18:34 AM,Raymond,16,N,B,M,No Value,Drink,,,0,1
AJ,9/30/22,11:19:37 AM,Molly,14,N,B,F,George,Rest.proxim,,,1,0
AJ,9/30/22,11:24:40 AM,Molly,14,N,B,F,George,Rest.proxim,,,0,1
AJ,9/30/22,11:25:00 AM,George,7,Y,B,M,Molly,Rest.proxim,,,1,0
AJ,9/30/22,11:25:14 AM,George,7,Y,B,M,No Value,Grunt,,,0,0
AJ,9/30/22,11:30:07 AM,George,7,Y,B,M,Molly,Rest.proxim,,,0,1
AJ,9/30/22,11:32:46 AM,Willie,20,Y,B,M,Hank,Rest.proxim,,,1,0
AJ,9/30/22,11:37:59 AM,Willie,20,Y,B,M,Hank,Rest.proxim,,,0,1
AJ,9/30/22,11:38:09 AM,Hank,9,Y,B,M,Willie,Rest.proxim,,,1,0
AJ,9/30/22,11:43:26 AM,Hank,9,Y,B,M,Willie,Rest.proxim,,,0,1
AJ,10/7/22,10:41:18 AM,Loretta,13,Y,B,F,Willie,Gets.disp,"30.009124,-97.300503",,1,0
AJ,10/7/22,10:43:17 AM,Loretta,13,Y,B,F,No Value,Grunt,"30.007217,-97.298145",,0,0
AJ,10/7/22,10:43:22 AM,Loretta,13,Y,B,F,No Value,Other,"30.005931,-97.297381",lifting up dinner table with snout,0,0
AJ,10/7/22,10:44:45 AM,Loretta,13,Y,B,F,No Value,Travel,"30.014973,-97.306310",,0,0
AJ,10/7/22,10:45:34 AM,Loretta,13,Y,B,F,Pixie,Other,"30.013831,-97.307797",got sniffed,0,0
AJ,10/7/22,10:46:20 AM,Loretta,13,Y,B,F,No Value,Drink,"30.015207,-97.306007",,0,1
AJ,10/7/22,10:46:45 AM,Willie,20,Y,B,M,No Value,Travel,"30.015005,-97.306623",,1,0
AJ,10/7/22,10:47:37 AM,Willie,20,Y,B,M,No Value,Drink,"30.014603,-97.304774",,0,0
AJ,10/7/22,10:48:25 AM,Willie,20,Y,B,M,No Value,Travel,"30.014289,-97.303168",,0,0
AJ,10/7/22,10:50:32 AM,Willie,20,Y,B,M,Dahlia,Nudge.ground ,"30.015220,-97.305497",,0,0
AJ,10/7/22,10:51:07 AM,Willie,20,Y,B,M,Dahlia,Rest.proxim,"30.015305,-97.305827",,0,0
AJ,10/7/22,10:51:47 AM,Willie,20,Y,B,M,Dahlia,Rest.proxim,"30.015199,-97.305926",,0,1
AJ,10/7/22,10:52:08 AM,Dahlia,4,N,B,F,Willie,Rest.proxim,"30.015000,-97.306262",,1,0
AJ,10/7/22,10:57:18 AM,Dahlia,4,N,B,F,Willie,Rest.proxim,"30.004178,-97.295733",,0,1
AJ,10/7/22,10:58:23 AM,Pixie,15,N,B,F,No Value,Nudge.ground ,"30.014913,-97.306110",dirt,1,0
AJ,10/7/22,10:58:59 AM,Pixie,15,N,B,F,No Value,Other,"30.015010,-97.306490",lifting up dinner table with snout,0,0
AJ,10/7/22,11:03:49 AM,Pixie,15,N,B,F,No Value,Nudge.ground ,"30.013510,-97.304953",,0,1
AJ,10/7/22,11:06:31 AM,Raymond,16,N,B,M,Kitty,Nudge.ground ,"30.006378,-97.297917",,1,0
AJ,10/7/22,11:08:07 AM,Raymond,16,N,B,M,Kitty,Rest.proxim,"30.013387,-97.302235",,0,0
AJ,10/7/22,11:11:30 AM,Raymond,16,N,B,M,Kitty,Rest.proxim,"30.006406,-97.308077",,0,1
AJ,10/7/22,11:11:42 AM,Kitty,12,Y,B,F,Raymond,Rest.proxim,"30.015153,-97.305777",,1,0
AJ,10/7/22,11:17:00 AM,Kitty,12,Y,B,F,Raymond,Rest.proxim,"30.008603,-97.300047",,0,1
AJ,10/7/22,11:22:21 AM,Molly,14,N,B,F,Dahlia,Rest.proxim,"30.004270,-97.295813",,1,0
AJ,10/7/22,11:27:34 AM,Molly,14,N,B,F,Dahlia,Rest.proxim,"30.004473,-97.296017",,0,1
AJ,10/7/22,11:28:18 AM,George,7,Y,B,M,Hank,Rest.proxim,"30.014679,-97.306176",,1,0
AJ,10/7/22,11:33:36 AM,George,7,Y,B,M,Hank,Rest.proxim,"30.005549,-97.297149",,0,1
AJ,10/7/22,11:33:46 AM,Hank,9,Y,B,M,George,Rest.proxim,"30.014479,-97.306412",,1,0
AJ,10/7/22,11:38:53 AM,Hank,9,Y,B,M,George,Rest.proxim,"30.014740,-97.306401",,0,1
AJ,10/21/22,12:51:55 PM,Molly,14,N,B,F,No Value,Rest,"30.014659,-97.306413",,1,0
AJ,10/21/22,12:57:14 PM,Molly,14,N,B,F,No Value,Rest,"30.010047,-97.302270",,0,1
AJ,10/21/22,12:57:37 PM,Pixie,15,N,B,F,No Value,Rest,"30.014608,-97.306257",in water puddle,1,0
AJ,10/21/22,12:58:02 PM,Pixie,15,N,B,F,No Value,Grunt,"30.014590,-97.306266",,0,0
AJ,10/21/22,12:59:14 PM,Pixie,15,N,B,F,No Value,Drink,"30.014603,-97.306219",water leaking from a hose,0,0
AJ,10/21/22,1:00:46 PM,Pixie,15,N,B,F,No Value,Travel,"30.017678,-97.306628",,0,0
AJ,10/21/22,1:01:32 PM,Pixie,15,N,B,F,No Value,Pee,"30.014649,-97.306228",,0,0
AJ,10/21/22,1:02:10 PM,Pixie,15,N,B,F,No Value,Nudge.ground ,"30.014648,-97.306207",,0,0
AJ,10/21/22,1:02:20 PM,Pixie,15,N,B,F,No Value,Nudge.ground ,"30.014663,-97.306198",leaves from ground,0,0
AJ,10/21/22,1:03:31 PM,Pixie,15,N,B,F,No Value,Travel,"30.014747,-97.306190",,0,1
AJ,10/21/22,1:05:24 PM,Raymond,16,N,B,M,No Value,Rest,"30.010107,-97.304891",,1,0
AJ,10/21/22,1:10:08 PM,Raymond,16,N,B,M,No Value,Rest,"30.011779,-97.301050",,0,1
AJ,10/21/22,1:10:52 PM,Loretta,13,Y,B,F,No Value,Rest,"30.014532,-97.306811",,1,0
AJ,10/21/22,1:16:04 PM,Loretta,13,Y,B,F,No Value,Rest,"30.014918,-97.306697",,0,1
AJ,10/21/22,1:17:18 PM,George,7,Y,B,M,No Value,Rest,"30.014999,-97.306948",,1,0
AJ,10/21/22,1:22:31 PM,George,7,Y,B,M,No Value,Rest,"30.012992,-97.297448",,0,1
AJ,10/21/22,1:24:29 PM,Hank,9,Y,B,M,Willie,Rest.proxim,"30.014207,-97.306857",,1,0
AJ,10/21/22,1:30:26 PM,Hank,9,Y,B,M,Willie,Rest.proxim,"30.013936,-97.301484",,0,1
AJ,10/21/22,1:30:47 PM,Willie,20,Y,B,M,Hank,Rest.proxim,"30.014981,-97.306101",,1,0
AJ,10/21/22,1:35:56 PM,Willie,20,Y,B,M,No Value,Rest,"30.013764,-97.300458",,0,1
AJ,10/21/22,1:36:05 PM,Dahlia,4,N,B,F,No Value,Rest,"30.014923,-97.306055",,1,0
AJ,10/21/22,1:41:17 PM,Dahlia,4,N,B,F,No Value,Rest,"30.013145,-97.297648",,0,1
AJ,10/21/22,1:46:21 PM,Kitty,12,Y,B,F,No Value,Rest,"30.015009,-97.305699",,1,0
AJ,10/21/22,1:51:02 PM,Kitty,12,Y,B,F,No Value,Rest,"30.014638,-97.305922",,0,1
NS,9/23/22,10:30:39,George,7,Y,B,M,Loretta,Rest.proxim,"30.018307,-97.307565",,1,0
NS,9/23/22,10:35:41,George,7,Y,B,M,Loretta,Rest.proxim,"30.014989,-97.306173",,0,1
NS,9/23/22,10:36:01,Loretta,13,Y,B,F,George,Rest.proxim,"30.015016,-97.306122",,1,0
NS,9/23/22,10:41:46,Loretta,13,Y,B,F,George,Rest.proxim,"30.016983,-97.306950",,0,1
NS,9/23/22,10:43:10,Pixie,15,N,B,F,No Value,Travel,"30.016022,-97.306782",Walk towards me,1,0
NS,9/23/22,10:43:43,Pixie,15,N,B,F,No Value,Pee,"30.015094,-97.306330",,0,0
NS,9/23/22,10:44:04,Pixie,15,N,B,F,No Value,Sniff.obj,"30.015101,-97.306280",Branch,0,0
NS,9/23/22,10:44:34,Pixie,15,N,B,F,No Value,Nudge.ground ,"30.015091,-97.306365",Branch,0,0
NS,9/23/22,10:45:24,Pixie,15,N,B,F,No Value,OOV,"30.015137,-97.306315",Rub head on branch,0,0
NS,9/23/22,10:45:52,Pixie,15,N,B,F,No Value,Travel,"30.015194,-97.306340",Walk to water hole,0,0
NS,9/23/22,10:46:16,Pixie,15,N,B,F,No Value,Other,"30.015148,-97.306378",Stick nose in water,0,0
NS,9/23/22,10:46:28,Pixie,15,N,B,F,No Value,Rest,"30.015033,-97.306562",Laying in water,0,0
NS,9/23/22,10:47:07,Pixie,15,N,B,F,No Value,Other,"30.015135,-97.306533",Get out of watering hole,0,0
NS,9/23/22,10:47:26,Pixie,15,N,B,F,No Value,Other,"30.015005,-97.306485",Watch volunteer on buggy,0,0
NS,9/23/22,10:47:52,Pixie,15,N,B,F,No Value,Grunt,"30.015039,-97.306513",,0,1
NS,9/23/22,10:48:47,Dahlia,4,N,B,F,No Value,Other,"30.015108,-97.306541",Rub body on tree,1,0
NS,9/23/22,10:49:33,Dahlia,4,N,B,F,No Value,Other,"30.015438,-97.306781",Rubbing face against tree,0,0
NS,9/23/22,10:50:38,Dahlia,4,N,B,F,No Value,Nudge.ground ,"30.015052,-97.306551",Around dinner table,0,0
NS,9/23/22,10:51:04,Dahlia,4,N,B,F,No Value,Nudge.ground ,"30.015000,-97.306541",Eat hay off dinner table,0,0
NS,9/23/22,10:51:55,Dahlia,4,N,B,F,No Value,Other,"30.015009,-97.306546",Step on dinner table,0,0
NS,9/23/22,10:52:21,Dahlia,4,N,B,F,No Value,Travel,"30.015030,-97.306574",,0,0
NS,9/23/22,10:52:30,Dahlia,4,N,B,F,No Value,Other,"30.015002,-97.306567",Look outside of fence,0,0
NS,9/23/22,10:52:52,Dahlia,4,N,B,F,Raymond,Grunt,"30.015045,-97.306574",,0,0
